action_uid	circuit	action_scheme	mode_stack	h_patterns	m_patterns	repeat_measurement_count	source_candidate_uids	source_stages	outcome_conflict	outcome_conflict_fields
tv80:HF:h438	tv80	HF	H64-F4	438		1	tv80:hf_coarse:H64-F4:17	hf_coarse	false	
tv80:HF:h465	tv80	HF	H64-F4	465		1	tv80:hf_coarse:H64-F4:18	hf_coarse	false	
tv80:HF:h492	tv80	HF	H64-F4	492		1	tv80:hf_coarse:H64-F4:19	hf_coarse	false	
tv80:HF:h520	tv80	HF	H64-F4	520		1	tv80:hf_coarse:H64-F4:20	hf_coarse	false	
tv80:HF:h547	tv80	HF	H64-F4	547		1	tv80:hf_coarse:H64-F4:21	hf_coarse	false	
tv80:HF:h55	tv80	HF	H64-F4	55		1	tv80:hf_coarse:H64-F4:3	hf_coarse	false	
tv80:HF:h82	tv80	HF	H64-F4	82		1	tv80:hf_coarse:H64-F4:4	hf_coarse	false	
tv80:HMF:h1:m1	tv80	HMF	H64-M16-F4	1	1	1	tv80:hmf_coarse:H64-M16-F4:1	hmf_coarse	false	
tv80:HMF:h1:m103	tv80	HMF	H64-M16-F4	1	103	1	tv80:hmf_coarse:H64-M16-F4:5	hmf_coarse	false	
tv80:HMF:h1:m129	tv80	HMF	H64-M16-F4	1	129	1	tv80:hmf_coarse:H64-M16-F4:6	hmf_coarse	false	
tv80:HMF:h1:m155	tv80	HMF	H64-M16-F4	1	155	1	tv80:hmf_coarse:H64-M16-F4:7	hmf_coarse	false	
tv80:HMF:h1:m181	tv80	HMF	H64-M16-F4	1	181	1	tv80:hmf_coarse:H64-M16-F4:8	hmf_coarse	false	
tv80:HMF:h1:m206	tv80	HMF	H64-M16-F4	1	206	1	tv80:hmf_coarse:H64-M16-F4:9	hmf_coarse	false	
tv80:HMF:h1:m232	tv80	HMF	H64-M16-F4	1	232	1	tv80:hmf_coarse:H64-M16-F4:10	hmf_coarse	false	
tv80:HMF:h1:m26	tv80	HMF	H64-M16-F4	1	26	1	tv80:hmf_coarse:H64-M16-F4:2	hmf_coarse	false	
tv80:HMF:h1:m52	tv80	HMF	H64-M16-F4	1	52	1	tv80:hmf_coarse:H64-M16-F4:3	hmf_coarse	false	
tv80:HMF:h1:m77	tv80	HMF	H64-M16-F4	1	77	1	tv80:hmf_coarse:H64-M16-F4:4	hmf_coarse	false	
tv80:HMF:h109:m1	tv80	HMF	H64-M16-F4	109	1	1	tv80:hmf_coarse:H64-M16-F4:85	hmf_coarse	false	
tv80:HMF:h109:m109	tv80	HMF	H64-M16-F4	109	109	1	tv80:hmf_coarse:H64-M16-F4:90	hmf_coarse	false	
tv80:HMF:h109:m131	tv80	HMF	H64-M16-F4	109	131	1	tv80:hmf_coarse:H64-M16-F4:91	hmf_coarse	false	
tv80:HMF:h109:m22	tv80	HMF	H64-M16-F4	109	22	1	tv80:hmf_coarse:H64-M16-F4:86	hmf_coarse	false	
tv80:HMF:h109:m44	tv80	HMF	H64-M16-F4	109	44	1	tv80:hmf_coarse:H64-M16-F4:87	hmf_coarse	false	
tv80:HMF:h109:m66	tv80	HMF	H64-M16-F4	109	66	1	tv80:hmf_coarse:H64-M16-F4:88	hmf_coarse	false	
tv80:HMF:h109:m87	tv80	HMF	H64-M16-F4	109	87	1	tv80:hmf_coarse:H64-M16-F4:89	hmf_coarse	false	
tv80:HMF:h137:m1	tv80	HMF	H64-M16-F4	137	1	1	tv80:hmf_coarse:H64-M16-F4:106	hmf_coarse	false	
tv80:HMF:h137:m106	tv80	HMF	H64-M16-F4	137	106	1	tv80:hmf_coarse:H64-M16-F4:111	hmf_coarse	false	
tv80:HMF:h137:m107	tv80	HMF	H64-M16-F4	137	107	1	tv80:hmf_refine:H64-M16-F4:74	hmf_refine	false	
tv80:HMF:h137:m21	tv80	HMF	H64-M16-F4	137	21	1	tv80:hmf_coarse:H64-M16-F4:107	hmf_coarse	false	
tv80:HMF:h137:m42	tv80	HMF	H64-M16-F4	137	42	1	tv80:hmf_coarse:H64-M16-F4:108	hmf_coarse	false	
tv80:HMF:h137:m55	tv80	HMF	H64-M16-F4	137	55	1	tv80:hmf_refine:H64-M16-F4:72	hmf_refine	false	
tv80:HMF:h137:m63	tv80	HMF	H64-M16-F4	137	63	1	tv80:hmf_coarse:H64-M16-F4:109	hmf_coarse	false	
tv80:HMF:h137:m81	tv80	HMF	H64-M16-F4	137	81	1	tv80:hmf_refine:H64-M16-F4:73	hmf_refine	false	
tv80:HMF:h137:m85	tv80	HMF	H64-M16-F4	137	85	1	tv80:hmf_coarse:H64-M16-F4:110	hmf_coarse	false	
tv80:HMF:h139:m100	tv80	HMF	H64-M16-F4	139	100	1	tv80:hmf_refine:H64-M16-F4:124	hmf_refine	false	
tv80:HMF:h139:m85	tv80	HMF	H64-M16-F4	139	85	1	tv80:hmf_refine:H64-M16-F4:121	hmf_refine	false	
tv80:HMF:h139:m90	tv80	HMF	H64-M16-F4	139	90	1	tv80:hmf_refine:H64-M16-F4:122	hmf_refine	false	
tv80:HMF:h139:m95	tv80	HMF	H64-M16-F4	139	95	1	tv80:hmf_refine:H64-M16-F4:123	hmf_refine	false	
tv80:HMF:h143:m101	tv80	HMF	H64-M16-F4	143	101	1	tv80:hmf_refine:H64-M16-F4:91	hmf_refine	false	
tv80:HMF:h143:m87	tv80	HMF	H64-M16-F4	143	87	1	tv80:hmf_refine:H64-M16-F4:89	hmf_refine	false	
tv80:HMF:h143:m94	tv80	HMF	H64-M16-F4	143	94	1	tv80:hmf_refine:H64-M16-F4:90	hmf_refine	false	
tv80:HMF:h144:m100	tv80	HMF	H64-M16-F4	144	100	1	tv80:hmf_refine:H64-M16-F4:129	hmf_refine	false	
tv80:HMF:h144:m105	tv80	HMF	H64-M16-F4	144	105	1	tv80:hmf_refine:H64-M16-F4:130	hmf_refine	false	
tv80:HMF:h144:m85	tv80	HMF	H64-M16-F4	144	85	1	tv80:hmf_refine:H64-M16-F4:126	hmf_refine	false	
tv80:HMF:h144:m90	tv80	HMF	H64-M16-F4	144	90	1	tv80:hmf_refine:H64-M16-F4:127	hmf_refine	false	
tv80:HMF:h144:m95	tv80	HMF	H64-M16-F4	144	95	1	tv80:hmf_refine:H64-M16-F4:128	hmf_refine	false	
tv80:HMF:h146:m90	tv80	HMF	H64-M16-F4	146	90	1	tv80:hmf_refine:H64-M16-F4:97	hmf_refine	false	
tv80:HMF:h146:m94	tv80	HMF	H64-M16-F4	146	94	1	tv80:hmf_refine:H64-M16-F4:98	hmf_refine	false	
tv80:HMF:h146:m98	tv80	HMF	H64-M16-F4	146	98	1	tv80:hmf_refine:H64-M16-F4:99	hmf_refine	false	
tv80:HMF:h148:m92	tv80	HMF	H64-M16-F4	148	92	1	tv80:hmf_refine:H64-M16-F4:105	hmf_refine	false	
tv80:HMF:h148:m94	tv80	HMF	H64-M16-F4	148	94	1	tv80:hmf_refine:H64-M16-F4:106	hmf_refine	false	
tv80:HMF:h148:m96	tv80	HMF	H64-M16-F4	148	96	1	tv80:hmf_refine:H64-M16-F4:107	hmf_refine	false	
tv80:HMF:h149:m85	tv80	HMF	H64-M16-F4	149	85	1	tv80:hmf_refine:H64-M16-F4:131	hmf_refine	false	
tv80:HMF:h149:m90	tv80	HMF	H64-M16-F4	149	90	1	tv80:hmf_refine:H64-M16-F4:132	hmf_refine	false	
tv80:HMF:h149:m93	tv80	HMF	H64-M16-F4	149	93	1	tv80:hmf_refine:H64-M16-F4:113	hmf_refine	false	
tv80:HMF:h149:m94	tv80	HMF	H64-M16-F4	149	94	1	tv80:hmf_refine:H64-M16-F4:114	hmf_refine	false	
tv80:HMF:h149:m95	tv80	HMF	H64-M16-F4	149	95	1	tv80:hmf_refine:H64-M16-F4:115	hmf_refine	false	
tv80:HMF:h150:m68	tv80	HMF	H64-M16-F4	150	68	1	tv80:hmf_refine:H64-M16-F4:81	hmf_refine	false	
tv80:HMF:h150:m81	tv80	HMF	H64-M16-F4	150	81	1	tv80:hmf_refine:H64-M16-F4:82	hmf_refine	false	
tv80:HMF:h150:m87	tv80	HMF	H64-M16-F4	150	87	1	tv80:hmf_refine:H64-M16-F4:92	hmf_refine	false	
tv80:HMF:h150:m90	tv80	HMF	H64-M16-F4	150	90	1	tv80:hmf_refine:H64-M16-F4:100	hmf_refine	false	
tv80:HMF:h150:m92	tv80	HMF	H64-M16-F4	150	92	1	tv80:hmf_refine:H64-M16-F4:108	hmf_refine	false	
tv80:HMF:h150:m93	tv80	HMF	H64-M16-F4	150	93	1	tv80:hmf_refine:H64-M16-F4:116	hmf_refine	false	
tv80:HMF:h150:m94	tv80	HMF	H64-M16-F4	150	94	1	tv80:hmf_refine:H64-M16-F4:83	hmf_refine	false	
tv80:HMF:h150:m95	tv80	HMF	H64-M16-F4	150	95	1	tv80:hmf_refine:H64-M16-F4:117	hmf_refine	false	
tv80:HMF:h150:m96	tv80	HMF	H64-M16-F4	150	96	1	tv80:hmf_refine:H64-M16-F4:109	hmf_refine	false	
tv80:HMF:h150:m98	tv80	HMF	H64-M16-F4	150	98	1	tv80:hmf_refine:H64-M16-F4:101	hmf_refine	false	
tv80:HMF:h151:m93	tv80	HMF	H64-M16-F4	151	93	1	tv80:hmf_refine:H64-M16-F4:118	hmf_refine	false	
tv80:HMF:h151:m94	tv80	HMF	H64-M16-F4	151	94	1	tv80:hmf_refine:H64-M16-F4:119	hmf_refine	false	
tv80:HMF:h151:m95	tv80	HMF	H64-M16-F4	151	95	1	tv80:hmf_refine:H64-M16-F4:120	hmf_refine	false	
tv80:HMF:h152:m92	tv80	HMF	H64-M16-F4	152	92	1	tv80:hmf_refine:H64-M16-F4:110	hmf_refine	false	
tv80:HMF:h152:m94	tv80	HMF	H64-M16-F4	152	94	1	tv80:hmf_refine:H64-M16-F4:111	hmf_refine	false	
tv80:HMF:h152:m96	tv80	HMF	H64-M16-F4	152	96	1	tv80:hmf_refine:H64-M16-F4:112	hmf_refine	false	
tv80:HMF:h154:m85	tv80	HMF	H64-M16-F4	154	85	1	tv80:hmf_refine:H64-M16-F4:135	hmf_refine	false	
tv80:HMF:h154:m90	tv80	HMF	H64-M16-F4	154	90	1	tv80:hmf_refine:H64-M16-F4:102	hmf_refine	false	
tv80:HMF:h154:m94	tv80	HMF	H64-M16-F4	154	94	1	tv80:hmf_refine:H64-M16-F4:103	hmf_refine	false	
tv80:HMF:h154:m95	tv80	HMF	H64-M16-F4	154	95	1	tv80:hmf_refine:H64-M16-F4:136	hmf_refine	false	
tv80:HMF:h154:m98	tv80	HMF	H64-M16-F4	154	98	1	tv80:hmf_refine:H64-M16-F4:104	hmf_refine	false	
tv80:HMF:h157:m87	tv80	HMF	H64-M16-F4	157	87	1	tv80:hmf_refine:H64-M16-F4:94	hmf_refine	false	
tv80:HMF:h157:m94	tv80	HMF	H64-M16-F4	157	94	1	tv80:hmf_refine:H64-M16-F4:95	hmf_refine	false	
tv80:HMF:h159:m85	tv80	HMF	H64-M16-F4	159	85	1	tv80:hmf_refine:H64-M16-F4:139	hmf_refine	false	
tv80:HMF:h159:m90	tv80	HMF	H64-M16-F4	159	90	1	tv80:hmf_refine:H64-M16-F4:140	hmf_refine	false	
tv80:HMF:h164:m1	tv80	HMF	H64-M16-F4	164	1	1	tv80:hmf_coarse:H64-M16-F4:127	hmf_coarse	false	
tv80:HMF:h164:m20	tv80	HMF	H64-M16-F4	164	20	1	tv80:hmf_coarse:H64-M16-F4:128	hmf_coarse	false	
tv80:HMF:h164:m32	tv80	HMF	H64-M16-F4	164	32	1	tv80:hmf_refine:H64-M16-F4:144	hmf_refine	false	
tv80:HMF:h164:m41	tv80	HMF	H64-M16-F4	164	41	1	tv80:hmf_coarse:H64-M16-F4:129	hmf_coarse	false	
tv80:HMF:h164:m55	tv80	HMF	H64-M16-F4	164	55	1	tv80:hmf_refine:H64-M16-F4:75	hmf_refine	false	
tv80:HMF:h164:m58	tv80	HMF	H64-M16-F4	164	58	1	tv80:hmf_refine:H64-M16-F4:145	hmf_refine	false	
tv80:HMF:h164:m61	tv80	HMF	H64-M16-F4	164	61	1	tv80:hmf_coarse:H64-M16-F4:130	hmf_coarse	false	
tv80:HMF:h164:m68	tv80	HMF	H64-M16-F4	164	68	1	tv80:hmf_refine:H64-M16-F4:84	hmf_refine	false	
tv80:HMF:h164:m81	tv80	HMF	H64-M16-F4	164	81	2	tv80:hmf_coarse:H64-M16-F4:131|tv80:hmf_refine:H64-M16-F4:76	hmf_coarse|hmf_refine	false	
tv80:HMF:h164:m84	tv80	HMF	H64-M16-F4	164	84	1	tv80:hmf_refine:H64-M16-F4:146	hmf_refine	false	
tv80:HMF:h178:m68	tv80	HMF	H64-M16-F4	178	68	1	tv80:hmf_refine:H64-M16-F4:86	hmf_refine	false	
tv80:HMF:h178:m81	tv80	HMF	H64-M16-F4	178	81	1	tv80:hmf_refine:H64-M16-F4:87	hmf_refine	false	
tv80:HMF:h191:m1	tv80	HMF	H64-M16-F4	191	1	1	tv80:hmf_coarse:H64-M16-F4:148	hmf_coarse	false	
tv80:HMF:h191:m19	tv80	HMF	H64-M16-F4	191	19	1	tv80:hmf_coarse:H64-M16-F4:149	hmf_coarse	false	
tv80:HMF:h191:m32	tv80	HMF	H64-M16-F4	191	32	1	tv80:hmf_refine:H64-M16-F4:147	hmf_refine	false	
tv80:HMF:h191:m39	tv80	HMF	H64-M16-F4	191	39	1	tv80:hmf_coarse:H64-M16-F4:150	hmf_coarse	false	
tv80:HMF:h191:m55	tv80	HMF	H64-M16-F4	191	55	1	tv80:hmf_refine:H64-M16-F4:78	hmf_refine	false	
tv80:HMF:h191:m58	tv80	HMF	H64-M16-F4	191	58	2	tv80:hmf_coarse:H64-M16-F4:151|tv80:hmf_refine:H64-M16-F4:148	hmf_coarse|hmf_refine	false	
tv80:HMF:h192:m10	tv80	HMF	H64-M16-F4	192	10	1	tv80:hmf_refine:H64-M16-F4:285	hmf_refine	false	
tv80:HMF:h192:m36	tv80	HMF	H64-M16-F4	192	36	1	tv80:hmf_refine:H64-M16-F4:286	hmf_refine	false	
tv80:HMF:h192:m62	tv80	HMF	H64-M16-F4	192	62	1	tv80:hmf_refine:H64-M16-F4:287	hmf_refine	false	
tv80:HMF:h194:m43	tv80	HMF	H64-M16-F4	194	43	1	tv80:hmf_refine:H64-M16-F4:193	hmf_refine	false	
tv80:HMF:h194:m48	tv80	HMF	H64-M16-F4	194	48	1	tv80:hmf_refine:H64-M16-F4:194	hmf_refine	false	
tv80:HMF:h194:m53	tv80	HMF	H64-M16-F4	194	53	1	tv80:hmf_refine:H64-M16-F4:195	hmf_refine	false	
tv80:HMF:h194:m58	tv80	HMF	H64-M16-F4	194	58	1	tv80:hmf_refine:H64-M16-F4:196	hmf_refine	false	
tv80:HMF:h194:m63	tv80	HMF	H64-M16-F4	194	63	1	tv80:hmf_refine:H64-M16-F4:197	hmf_refine	false	
tv80:HMF:h197:m38	tv80	HMF	H64-M16-F4	197	38	1	tv80:hmf_refine:H64-M16-F4:161	hmf_refine	false	
tv80:HMF:h197:m45	tv80	HMF	H64-M16-F4	197	45	1	tv80:hmf_refine:H64-M16-F4:162	hmf_refine	false	
tv80:HMF:h197:m52	tv80	HMF	H64-M16-F4	197	52	1	tv80:hmf_refine:H64-M16-F4:163	hmf_refine	false	
tv80:HMF:h199:m43	tv80	HMF	H64-M16-F4	199	43	1	tv80:hmf_refine:H64-M16-F4:198	hmf_refine	false	
tv80:HMF:h199:m48	tv80	HMF	H64-M16-F4	199	48	1	tv80:hmf_refine:H64-M16-F4:199	hmf_refine	false	
tv80:HMF:h199:m53	tv80	HMF	H64-M16-F4	199	53	1	tv80:hmf_refine:H64-M16-F4:200	hmf_refine	false	
tv80:HMF:h199:m58	tv80	HMF	H64-M16-F4	199	58	1	tv80:hmf_refine:H64-M16-F4:201	hmf_refine	false	
tv80:HMF:h199:m63	tv80	HMF	H64-M16-F4	199	63	1	tv80:hmf_refine:H64-M16-F4:202	hmf_refine	false	
tv80:HMF:h200:m48	tv80	HMF	H64-M16-F4	200	48	1	tv80:hmf_refine:H64-M16-F4:169	hmf_refine	false	
tv80:HMF:h200:m52	tv80	HMF	H64-M16-F4	200	52	1	tv80:hmf_refine:H64-M16-F4:170	hmf_refine	false	
tv80:HMF:h200:m56	tv80	HMF	H64-M16-F4	200	56	1	tv80:hmf_refine:H64-M16-F4:171	hmf_refine	false	
tv80:HMF:h202:m50	tv80	HMF	H64-M16-F4	202	50	1	tv80:hmf_refine:H64-M16-F4:177	hmf_refine	false	
tv80:HMF:h202:m52	tv80	HMF	H64-M16-F4	202	52	1	tv80:hmf_refine:H64-M16-F4:178	hmf_refine	false	
tv80:HMF:h202:m54	tv80	HMF	H64-M16-F4	202	54	1	tv80:hmf_refine:H64-M16-F4:179	hmf_refine	false	
tv80:HMF:h203:m51	tv80	HMF	H64-M16-F4	203	51	1	tv80:hmf_refine:H64-M16-F4:185	hmf_refine	false	
tv80:HMF:h203:m52	tv80	HMF	H64-M16-F4	203	52	1	tv80:hmf_refine:H64-M16-F4:186	hmf_refine	false	
tv80:HMF:h203:m53	tv80	HMF	H64-M16-F4	203	53	1	tv80:hmf_refine:H64-M16-F4:187	hmf_refine	false	
tv80:HMF:h204:m19	tv80	HMF	H64-M16-F4	204	19	1	tv80:hmf_refine:H64-M16-F4:153	hmf_refine	false	
tv80:HMF:h204:m32	tv80	HMF	H64-M16-F4	204	32	1	tv80:hmf_refine:H64-M16-F4:154	hmf_refine	false	
tv80:HMF:h204:m38	tv80	HMF	H64-M16-F4	204	38	1	tv80:hmf_refine:H64-M16-F4:164	hmf_refine	false	
tv80:HMF:h204:m43	tv80	HMF	H64-M16-F4	204	43	1	tv80:hmf_refine:H64-M16-F4:203	hmf_refine	false	
tv80:HMF:h204:m45	tv80	HMF	H64-M16-F4	204	45	1	tv80:hmf_refine:H64-M16-F4:155	hmf_refine	false	
tv80:HMF:h204:m48	tv80	HMF	H64-M16-F4	204	48	1	tv80:hmf_refine:H64-M16-F4:172	hmf_refine	false	
tv80:HMF:h204:m50	tv80	HMF	H64-M16-F4	204	50	1	tv80:hmf_refine:H64-M16-F4:180	hmf_refine	false	
tv80:HMF:h204:m51	tv80	HMF	H64-M16-F4	204	51	1	tv80:hmf_refine:H64-M16-F4:188	hmf_refine	false	
tv80:HMF:h204:m52	tv80	HMF	H64-M16-F4	204	52	1	tv80:hmf_refine:H64-M16-F4:165	hmf_refine	false	
tv80:HMF:h204:m53	tv80	HMF	H64-M16-F4	204	53	1	tv80:hmf_refine:H64-M16-F4:189	hmf_refine	false	
tv80:HMF:h204:m54	tv80	HMF	H64-M16-F4	204	54	1	tv80:hmf_refine:H64-M16-F4:181	hmf_refine	false	
tv80:HMF:h204:m56	tv80	HMF	H64-M16-F4	204	56	1	tv80:hmf_refine:H64-M16-F4:173	hmf_refine	false	
tv80:HMF:h204:m58	tv80	HMF	H64-M16-F4	204	58	1	tv80:hmf_refine:H64-M16-F4:204	hmf_refine	false	
tv80:HMF:h204:m63	tv80	HMF	H64-M16-F4	204	63	1	tv80:hmf_refine:H64-M16-F4:205	hmf_refine	false	
tv80:HMF:h205:m51	tv80	HMF	H64-M16-F4	205	51	1	tv80:hmf_refine:H64-M16-F4:190	hmf_refine	false	
tv80:HMF:h205:m52	tv80	HMF	H64-M16-F4	205	52	1	tv80:hmf_refine:H64-M16-F4:191	hmf_refine	false	
tv80:HMF:h205:m53	tv80	HMF	H64-M16-F4	205	53	1	tv80:hmf_refine:H64-M16-F4:192	hmf_refine	false	
tv80:HMF:h206:m50	tv80	HMF	H64-M16-F4	206	50	1	tv80:hmf_refine:H64-M16-F4:182	hmf_refine	false	
tv80:HMF:h206:m52	tv80	HMF	H64-M16-F4	206	52	1	tv80:hmf_refine:H64-M16-F4:183	hmf_refine	false	
tv80:HMF:h206:m54	tv80	HMF	H64-M16-F4	206	54	1	tv80:hmf_refine:H64-M16-F4:184	hmf_refine	false	
tv80:HMF:h208:m48	tv80	HMF	H64-M16-F4	208	48	1	tv80:hmf_refine:H64-M16-F4:174	hmf_refine	false	
tv80:HMF:h208:m52	tv80	HMF	H64-M16-F4	208	52	1	tv80:hmf_refine:H64-M16-F4:175	hmf_refine	false	
tv80:HMF:h208:m56	tv80	HMF	H64-M16-F4	208	56	1	tv80:hmf_refine:H64-M16-F4:176	hmf_refine	false	
tv80:HMF:h209:m43	tv80	HMF	H64-M16-F4	209	43	1	tv80:hmf_refine:H64-M16-F4:206	hmf_refine	false	
tv80:HMF:h209:m48	tv80	HMF	H64-M16-F4	209	48	1	tv80:hmf_refine:H64-M16-F4:207	hmf_refine	false	
tv80:HMF:h209:m53	tv80	HMF	H64-M16-F4	209	53	1	tv80:hmf_refine:H64-M16-F4:208	hmf_refine	false	
tv80:HMF:h209:m58	tv80	HMF	H64-M16-F4	209	58	1	tv80:hmf_refine:H64-M16-F4:209	hmf_refine	false	
tv80:HMF:h209:m63	tv80	HMF	H64-M16-F4	209	63	1	tv80:hmf_refine:H64-M16-F4:210	hmf_refine	false	
tv80:HMF:h211:m38	tv80	HMF	H64-M16-F4	211	38	1	tv80:hmf_refine:H64-M16-F4:166	hmf_refine	false	
tv80:HMF:h211:m45	tv80	HMF	H64-M16-F4	211	45	1	tv80:hmf_refine:H64-M16-F4:167	hmf_refine	false	
tv80:HMF:h211:m52	tv80	HMF	H64-M16-F4	211	52	1	tv80:hmf_refine:H64-M16-F4:168	hmf_refine	false	
tv80:HMF:h214:m43	tv80	HMF	H64-M16-F4	214	43	1	tv80:hmf_refine:H64-M16-F4:211	hmf_refine	false	
tv80:HMF:h214:m48	tv80	HMF	H64-M16-F4	214	48	1	tv80:hmf_refine:H64-M16-F4:212	hmf_refine	false	
tv80:HMF:h214:m53	tv80	HMF	H64-M16-F4	214	53	1	tv80:hmf_refine:H64-M16-F4:213	hmf_refine	false	
tv80:HMF:h218:m19	tv80	HMF	H64-M16-F4	218	19	1	tv80:hmf_refine:H64-M16-F4:156	hmf_refine	false	
tv80:HMF:h218:m32	tv80	HMF	H64-M16-F4	218	32	1	tv80:hmf_refine:H64-M16-F4:150	hmf_refine	false	
tv80:HMF:h218:m45	tv80	HMF	H64-M16-F4	218	45	1	tv80:hmf_refine:H64-M16-F4:157	hmf_refine	false	
tv80:HMF:h218:m58	tv80	HMF	H64-M16-F4	218	58	1	tv80:hmf_refine:H64-M16-F4:151	hmf_refine	false	
tv80:HMF:h219:m1	tv80	HMF	H64-M16-F4	219	1	1	tv80:hmf_coarse:H64-M16-F4:169	hmf_coarse	false	
tv80:HMF:h219:m10	tv80	HMF	H64-M16-F4	219	10	1	tv80:hmf_refine:H64-M16-F4:288	hmf_refine	false	
tv80:HMF:h219:m18	tv80	HMF	H64-M16-F4	219	18	1	tv80:hmf_coarse:H64-M16-F4:170	hmf_coarse	false	
tv80:HMF:h219:m35	tv80	HMF	H64-M16-F4	219	35	1	tv80:hmf_refine:H64-M16-F4:2	hmf_refine	false	
tv80:HMF:h219:m36	tv80	HMF	H64-M16-F4	219	36	2	tv80:hmf_coarse:H64-M16-F4:171|tv80:hmf_refine:H64-M16-F4:289	hmf_coarse|hmf_refine	false	
tv80:HMF:h219:m54	tv80	HMF	H64-M16-F4	219	54	1	tv80:hmf_coarse:H64-M16-F4:172	hmf_coarse	false	
tv80:HMF:h219:m61	tv80	HMF	H64-M16-F4	219	61	1	tv80:hmf_refine:H64-M16-F4:3	hmf_refine	false	
tv80:HMF:h219:m62	tv80	HMF	H64-M16-F4	219	62	1	tv80:hmf_refine:H64-M16-F4:290	hmf_refine	false	
tv80:HMF:h219:m9	tv80	HMF	H64-M16-F4	219	9	1	tv80:hmf_refine:H64-M16-F4:1	hmf_refine	false	
tv80:HMF:h232:m19	tv80	HMF	H64-M16-F4	232	19	1	tv80:hmf_refine:H64-M16-F4:158	hmf_refine	false	
tv80:HMF:h232:m22	tv80	HMF	H64-M16-F4	232	22	1	tv80:hmf_refine:H64-M16-F4:10	hmf_refine	false	
tv80:HMF:h232:m23	tv80	HMF	H64-M16-F4	232	23	1	tv80:hmf_refine:H64-M16-F4:294	hmf_refine	false	
tv80:HMF:h232:m32	tv80	HMF	H64-M16-F4	232	32	1	tv80:hmf_refine:H64-M16-F4:159	hmf_refine	false	
tv80:HMF:h232:m35	tv80	HMF	H64-M16-F4	232	35	1	tv80:hmf_refine:H64-M16-F4:11	hmf_refine	false	
tv80:HMF:h232:m36	tv80	HMF	H64-M16-F4	232	36	1	tv80:hmf_refine:H64-M16-F4:295	hmf_refine	false	
tv80:HMF:h232:m45	tv80	HMF	H64-M16-F4	232	45	1	tv80:hmf_refine:H64-M16-F4:160	hmf_refine	false	
tv80:HMF:h232:m48	tv80	HMF	H64-M16-F4	232	48	1	tv80:hmf_refine:H64-M16-F4:12	hmf_refine	false	
tv80:HMF:h232:m49	tv80	HMF	H64-M16-F4	232	49	1	tv80:hmf_refine:H64-M16-F4:296	hmf_refine	false	
tv80:HMF:h233:m16	tv80	HMF	H64-M16-F4	233	16	1	tv80:hmf_refine:H64-M16-F4:223	hmf_refine	false	
tv80:HMF:h233:m29	tv80	HMF	H64-M16-F4	233	29	1	tv80:hmf_refine:H64-M16-F4:224	hmf_refine	false	
tv80:HMF:h233:m3	tv80	HMF	H64-M16-F4	233	3	1	tv80:hmf_refine:H64-M16-F4:222	hmf_refine	false	
tv80:HMF:h237:m11	tv80	HMF	H64-M16-F4	237	11	1	tv80:hmf_refine:H64-M16-F4:262	hmf_refine	false	
tv80:HMF:h237:m16	tv80	HMF	H64-M16-F4	237	16	1	tv80:hmf_refine:H64-M16-F4:263	hmf_refine	false	
tv80:HMF:h237:m21	tv80	HMF	H64-M16-F4	237	21	1	tv80:hmf_refine:H64-M16-F4:264	hmf_refine	false	
tv80:HMF:h237:m26	tv80	HMF	H64-M16-F4	237	26	1	tv80:hmf_refine:H64-M16-F4:265	hmf_refine	false	
tv80:HMF:h237:m6	tv80	HMF	H64-M16-F4	237	6	1	tv80:hmf_refine:H64-M16-F4:261	hmf_refine	false	
tv80:HMF:h240:m16	tv80	HMF	H64-M16-F4	240	16	1	tv80:hmf_refine:H64-M16-F4:230	hmf_refine	false	
tv80:HMF:h240:m23	tv80	HMF	H64-M16-F4	240	23	1	tv80:hmf_refine:H64-M16-F4:231	hmf_refine	false	
tv80:HMF:h240:m9	tv80	HMF	H64-M16-F4	240	9	1	tv80:hmf_refine:H64-M16-F4:229	hmf_refine	false	
tv80:HMF:h242:m11	tv80	HMF	H64-M16-F4	242	11	1	tv80:hmf_refine:H64-M16-F4:267	hmf_refine	false	
tv80:HMF:h242:m16	tv80	HMF	H64-M16-F4	242	16	1	tv80:hmf_refine:H64-M16-F4:268	hmf_refine	false	
tv80:HMF:h242:m21	tv80	HMF	H64-M16-F4	242	21	1	tv80:hmf_refine:H64-M16-F4:269	hmf_refine	false	
tv80:HMF:h242:m26	tv80	HMF	H64-M16-F4	242	26	1	tv80:hmf_refine:H64-M16-F4:270	hmf_refine	false	
tv80:HMF:h242:m6	tv80	HMF	H64-M16-F4	242	6	1	tv80:hmf_refine:H64-M16-F4:266	hmf_refine	false	
tv80:HMF:h243:m12	tv80	HMF	H64-M16-F4	243	12	1	tv80:hmf_refine:H64-M16-F4:237	hmf_refine	false	
tv80:HMF:h243:m16	tv80	HMF	H64-M16-F4	243	16	1	tv80:hmf_refine:H64-M16-F4:238	hmf_refine	false	
tv80:HMF:h243:m20	tv80	HMF	H64-M16-F4	243	20	1	tv80:hmf_refine:H64-M16-F4:239	hmf_refine	false	
tv80:HMF:h245:m14	tv80	HMF	H64-M16-F4	245	14	1	tv80:hmf_refine:H64-M16-F4:245	hmf_refine	false	
